textid	text	target
385	È ɖó ná gbéjé lanmɛ ye tɔn kpɔ́n dandan mɛ̀ " akpáxwé nɛ́ ɔ́ ɖò tají có bɔ è ná jlá mɛ ée ɖò gbesisɔ mɛ̀ bá yì agbahwlɛnhwlɛn tògán sísɔ tɔn ɔ́ é .	PRON VERB VERB VERB NOUN PRON ADJ VERB ADV ADP PUNCT NOUN ADJ DET VERB ADJ ADP CCONJ PRON VERB VERB PRON PRON VERB NOUN ADP ADP VERB NOUN NOUN ADJ ADJ DET PART PUNCT
386	Dotóo gán è alɔ sè kpɛ́n ná lɛ́ɛ wɛ ná gbéjé lanmɛ kpɔ́n nú yě . Sɛ́n dódó gbásá ɔ́ wɛ nyí akpáxwé nukɔntɔn è agbahwlɛntɔ́ lɛ́ɛ ná xò zlɛ hwɛ̌ é .	ADV NOUN PRON NOUN VERB ADV VERB DET VERB VERB VERB NOUN ADV ADP PRON PUNCT NOUN ADV NOUN DET VERB AUX NOUN ADJ PRON NOUN DET VERB VERB VERB VERB PART PUNCT
387	È ná yí hùn yetɔn hwɛ̌ có ye ná wá yì dotóoxwé ɖaxó Benɛ tɔn Hubert Koutoukou Maga ( CNHU - HKM ) ɖò Kutɔnu .	PRON VERB VERB NOUN ADJ ADV SCONJ PRON VERB VERB VERB NOUN ADJ PROPN ADJ PROPN PROPN PROPN PUNCT PROPN PUNCT PROPN PUNCT ADP PROPN PUNCT
388	Xó è kàn tògán sísɔ xwè 2021ɔ́ tɔn lɛ́ɛ é . È ná gbéjé lanmɛ kpɔ́n nú yě tɛnmɛ tɛnmɛ ɖò CNHU .	NOUN PRON VERB NOUN NOUN NOUN NUM ADJ DET PART PUNCT PRON VERB VERB NOUN VERB ADP PRON ADJ ADJ ADP PROPN PUNCT
389	Énɛ́ wú ɔ́ " è bló xɔ ayizɛn mɛ ɖó ɖayǐ nú yě .	PRON ADP DET PUNCT PRON VERB NOUN NOUN PRON ADP ADV ADP PRON PUNCT
390	È ná flín ɖɔ lanmɛ gbéjé kpɔ́n ɔ́ " nǔzɔnmɛ sɛ́n gbásá dódó ɔ́ tɔn wɛ bɔ mɛ è xwè agbahwlɛnhwlɛn tògán sísɔ tɔn ɔ́ bǐ ɖó ná bló .	PRON VERB VERB ADP NOUN NOUN ADV DET PUNCT NOUN NOUN NOUN ADV DET ADJ SCONJ CCONJ PRON PRON NOUN NOUN NOUN NOUN ADJ DET ADJ VERB VERB VERB PUNCT
391	Sɔmì sɔmì sɛ́n ɔ́ lɔ́ɔ dó zogbeji .	NOUN NOUN NOUN DET VERB ADP NOUN PUNCT
392	Ɖò tògán sísɔ xwè 2021ɔ́ tɔn ɖò Benɛ ɔ́ " agbahwlɛntɔ lɛ́ɛ ɖó ná bà jɛɖutɔ́ ( ɖɛmɛnu lɛ́ɛ kpódó tokpɔnlagán lɛ́ɛ kpán ) .	ADP NOUN VERB NOUN NUM ADJ ADP PROPN DET PUNCT NOUN DET VERB VERB VERB VERB PUNCT NOUN DET CCONJ NOUN DET CCONJ PUNCT PUNCT
393	È sɔ dó tò sɛ́n dódó è è huzu adà ná ɖò abɔxwísùn xwè 2019ɔ́ mɛ̀ é ɔ́ ɖɔ " sɔmì sɔmì sɛ́n ɔ́ ná byɔ́ ɖɔ agbahwlɛntɔ tògán sísɔ tɔn lɛ́ɛ ɖó ná bà jɛɖutɔ ɖò ɖɛmɛnu lɛ́ɛ kpódó tokpɔnlagán lɛ́ɛ kpán mɛ̀ .	PRON VERB VERB NOUN NOUN ADP PRON PRON VERB NOUN VERB VERB PROPN NOUN NUM ADP PRON DET PRON PUNCT NOUN NOUN NOUN DET VERB VERB VERB NOUN NOUN ADJ ADJ DET PRON VERB VERB VERB ADP NOUN DET CCONJ NOUN DET CCONJ ADP PUNCT
394	Ɖò tají ɔ́ " mɛ ée ɖò tògán bá ná ɖù wɛ ɔ́ " ée kpódó mɛ è ná xò kpó ɖó níí ɔ́ kpán bó ná nyí mɛ bɔ́ dó tògán wu é ɔ́ " ɖó ná bà jɛɖutɔ 10 % kplékplé ɖɛmɛnu lɛ́ɛ tɔn kpódó tokpɔnlagán lɛ́ɛ tɔn kpán .	ADP ADJ DET PUNCT NOUN PRON VERB NOUN CCONJ VERB VERB SCONJ DET PUNCT PRON CCONJ NOUN PRON VERB VERB CCONJ VERB ADP DET CCONJ CCONJ VERB AUX NOUN CCONJ ADP NOUN ADP PART DET PUNCT VERB VERB VERB VERB NUM NUM NOUN NOUN DET ADJ CCONJ NOUN DET ADJ CCONJ PUNCT
395	È ná ɖɔ ɔ́ " mɛ 16 ɖò ɖɛmɛnu 83 lɛ́ɛ kpódó tokpɔnlagán 77 lɛ́ɛ kpán ée ɖò Benɛ lɛ́ɛ é .	PRON VERB VERB DET PUNCT NOUN NUM ADP NOUN NUM DET CCONJ NOUN NUM DET CCONJ PRON VERB PROPN DET PART PUNCT
396	È bó lɛ́ xà > > Benɛ : sɔmì sɔmì sɛ́n yaɖé yaɖé nú tòxó ɖiɖɔ ɔ́ amɔ̌ " xó ká kpò .	PRON ADP DET VERB PUNCT PUNCT PROPN PUNCT NOUN NOUN NOUN ADJ ADJ ADP NOUN ADJ DET CCONJ PUNCT NOUN ADV VERB PUNCT
397	È ná nyí jɛɖutɔ nú mɛ ɖé ɔ́ " tòxó ɖɔ gbɛta jɛɖutɔ ɔ́ tɔn wɛ ná tó ná gbè tɔn hwɛ̌ à ?	PRON VERB AUX VERB ADP PRON ADV DET PUNCT NOUN ADP NOUN ADV DET ADJ VERB VERB ADV VERB NOUN ADJ ADV PART PUNCT
398	Ɖɛmɛnu gbásá gán ɔ́ yígbè ɖɔ ɛ́ɛn ɖò xó è è cyan xɛ́ɛ ɖò gbaví nukpɛnnɔ gɔnu Benɛ tò ɔ́ tɔn jí .	NOUN NOUN NOUN DET VERB PRON ADV ADP NOUN PRON PRON VERB ADV ADP NOUN NOUN NOUN PROPN NOUN DET ADJ ADP PUNCT
399	CENA ká mɔ dó mɔ̌ ǎ .	ADV ADV VERB ADP ADV PART PUNCT
400	" Jɛɖutɔ nyínyí ɔ́ nyí mɛ jí ninɔ ɖò tòxó ɖiɖɔ lí nù ǎ . "	PUNCT NOUN ADJ DET AUX PRON ADP ADV VERB NOUN ADV ADP ADP PART PUNCT PUNCT
401	Benɛ byɔ́ tò è ɖò Aflika gbéjí bó yígbè ná zán yɛ̌n ée è ná dó bó gló azɔnkwín Kovidi - 19 ɔ́ lɛ́ɛ mɛ̀ .	PROPN VERB NOUN PRON VERB PROPN NOUN ADP VERB VERB VERB ADJ PRON PRON VERB VERB ADP NOUN NOUN PROPN PUNCT NUM DET DET ADP PUNCT
402	Gǎn - hɔn - yì - tɔ ée nɔ kpénúkún lanmɛ ná nɔ ganjí wú é ɔ́ " Benjamin Hùnkpátín " yí kpé yɛ̌n AstraZeneca / Oxford 144 0 ɖò jɔhun jɛ ayǐ tɛn è ɖò Kutɔnu è ɖò azǎn 10ɔ́ xwèjísùn xwè 2021ɔ́ tɔn gbè .	NOUN PUNCT VERB PUNCT VERB PUNCT ADJ PRON AUX VERB NOUN VERB VERB ADV ADP PART DET PUNCT PROPN PROPN PUNCT VERB VERB ADV PROPN PUNCT PROPN NUM NUM ADP VERB VERB NOUN ADJ PRON VERB PROPN PRON VERB NOUN NUM PROPN NOUN NUM ADJ NOUN PUNCT
403	Éyɛ́ kpódó afɔ sɔ ɖo tè tɔ OMS tɔn ɔ́ " Unicef ɔ́ " Nations - Unies tɔn è ɖò Benɛ é kpán wɛ yì kpé yɛ̌n lɛ́ɛ . Yɛ̌n nukɔntɔn ɔ́ nɛ́ ye yí ɖò tutomɛ Covax ( Covid - 19 Vaccines Global Access ) tɔn lí nù nɛ́ " káká jɛ nǔxwásùn ɔ́ mɛ̀ Benɛ tò ɔ́ ná lɛ́ mɔ yɛ̌n 792 0 ɖevo lɛ́ɛ yí .	PRON CCONJ NUM VERB ADP VERB ADJ PROPN ADJ DET PUNCT PROPN DET PUNCT PROPN PUNCT PROPN ADJ PRON VERB PROPN ADP CCONJ VERB VERB VERB ADJ DET PUNCT NOUN NOUN DET ADJ PRON VERB ADP NOUN PROPN PUNCT PROPN PUNCT NUM PROPN PROPN PROPN PUNCT ADJ ADP ADP ADJ PUNCT ADV VERB PROPN DET ADP PROPN NOUN DET VERB ADV VERB ADV NUM NUM ADV DET VERB PUNCT
404	Acɛkpìkpà ɔ́ ká lɛ́n ná xɔ yɛ̌n ɖevo lɛ́ɛ ɖò tò kwɛ ɔ́ mɛ̀ .	NOUN DET ADV ADV VERB VERB ADV ADJ DET ADP NOUN ADV DET ADP PUNCT
405	Ɖò azǎn 7ɔ́ xwèjísùn è wá yì ɔ́ tɔn gbè ɔ́ " Benɛ tò ɔ́ yí yɛ̌nví 145 0 kpódó gbaví 1 450 kpán .	ADP NOUN NUM PROPN PRON VERB VERB DET ADJ NOUN DET PUNCT PROPN NOUN DET VERB NOUN NUM NUM CCONJ NOUN NUM NUM CCONJ PUNCT
406	Ɖò azǎn 8ɔ́ xwèjísùn ɔ́ tɔn gbè ɔ́ " mɛ 6501 wú wɛ Kovidi - 19 ɔ́ ɖè " azɔn ká ko gbɔ nú mɛ 5552 " è ɖò mɛ 868 tɔ́jú wɛ bɔ mɛ 81 ká ko kú .	ADP NOUN NUM PROPN DET ADJ NOUN DET PUNCT NOUN NUM ADP SCONJ PROPN PUNCT NUM DET VERB PUNCT NOUN ADV ADV ADP ADP NOUN NUM PUNCT PRON VERB NOUN NUM ADJ SCONJ CCONJ NOUN NUM ADV ADV VERB PUNCT
407	È sɔ alǒ kàn lí vɔ̌nu ɖòtè din ɖò Benɛ lóbónú mɛɖé ɖò nǔ è kàn akwɛ klewun klewun nyinya Alafia tɔn ɔ́ bá wɛ ɔ́ " é ná ɖó .	PRON VERB CCONJ NOUN NOUN ADJ ADV ADV ADP PROPN CCONJ PRON ADP NOUN PRON VERB NOUN ADV ADV NOUN PROPN ADJ DET ADP VERB DET PUNCT PRON VERB VERB PUNCT
408	É wɛ nyí 7320 .	PRON VERB AUX NUM PUNCT
409	Véronique Tognifodé " gǎn - hɔn - yì - tɔ ée nɔ kpénúkún dó nunɔmɛ gbɛtɔ lɛ́ɛ tɔn kpódó akwɛ nyinya kpán wú ɔ́ " wɛ́ hùn nǔ sín nù ɖò azǎn 22ɔ́ wǒsùn xwè 2020ɔ́ tɔn gbè . Sín azǎn 27ɔ́ kɔ́nyásùn ɔ́ tɔn mɛ̀ ɖokpóo wɛ acɛkpìkpà ɔ́ hùn nǔ sín akwɛ nyinya Alafia ɔ́ nù .	PROPN PROPN PUNCT NOUN PUNCT VERB PUNCT VERB PUNCT ADJ PRON AUX VERB ADP NOUN NOUN DET ADJ CCONJ NOUN AUX CCONJ ADP DET PUNCT VERB VERB NOUN ADP ADP VERB NOUN NUM PROPN NOUN NUM ADJ NOUN PUNCT ADP NOUN NUM ADV DET ADJ ADP ADV VERB NOUN DET VERB NOUN ADP NOUN AUX PROPN DET ADP PUNCT
410	Bó ná dó ná mɔjɛmɛ tòví bǐ kpáa dó lě akwɛ nyinya Alafia ɔ́ nú lɛ́ɛ nɔ yì gbɔn é kpódó lě è wà gbɔn lóbó ɖù lè tɔn é kpán wú ɔ́ " è sɔ alǒ kàn lí vɔ̌nu ɖòtè dó azɔ̌ nɛ́ lí nù .	ADP VERB VERB VERB NOUN NOUN ADJ ADJ ADP ADV NOUN AUX PROPN DET ADP DET VERB VERB ADP PRON CCONJ ADV PRON VERB ADP CCONJ ADJ ADJ ADJ ADP CCONJ ADP DET PUNCT PRON VERB CCONJ NOUN NOUN ADJ ADV ADP NOUN ADJ ADP ADP PUNCT
411	È síxú ylɔ́ sín alǒ kàn gɔnu we ée ɖò Benɛ lɛ́ɛ jí .	PRON VERB VERB ADV NOUN NOUN NOUN NUM PRON VERB PROPN DET ADP PUNCT
412	Véronique Tognifodé ná ganjɛwu mɛ ée ɖó ná ɖù akwɛ nyinya nɛ́ sín lè lóbó má ká ko mɔ ǎ lɛ́ɛ é ɖɔ " è sɔ tutomɛ ɖòtè bó ná jɛ akwɛ nɛ́ nyá nú yě jí .	PROPN PROPN VERB VERB PRON PRON VERB VERB VERB NOUN NOUN ADJ ADV ADJ CCONJ PART ADV ADV VERB PART DET PRON ADP PUNCT PRON VERB NOUN ADJ ADP VERB VERB NOUN ADJ AUX ADP PRON ADP PUNCT
413	Adonis Bohoun Xó tají " nunɔmɛ gbɛtɔ lɛ́ɛ tɔn .	PROPN PROPN PROPN ADJ PUNCT NOUN NOUN DET ADJ PUNCT
414	Acɛkpìkpà ɔ́ kán dó mɔkàn sín nǔwíwá lɛ́ɛ jí bó ná ganjɛwu azɔmɛví ée ɖò azɔkplɔkplɔn lí nù lɛ́ɛ wɛ ɖɔ " émí ná bló bɔ ye ná yawu jɛ yeɖee sí ɖò azɔ̌ lí nù ɖò fúfónu azɔkplɔnkplɔn yetɔn tɔn .	NOUN DET VERB ADP NOUN ADP NOUN DET ADP ADP VERB VERB NOUN PRON VERB NOUN ADP ADP DET VERB ADP PUNCT PRON VERB VERB CCONJ PRON VERB ADV VERB PRON VERB VERB NOUN ADP ADP VERB NOUN NOUN ADJ ADJ PUNCT
415	È sɔ tamɛ gbìgba kplé ɖé ɖayǐ ɖò Xɔgbonu bó ná lintamɛ dó nǔ è è ná kplɔn vǐ lɛ́ɛ ɖò mɔkàn lí nù bɛ́ dalɔ yě ɖò azɔ̌ è mɛ̀ yì wɛ ye ɖè é lí nù é .	PRON VERB NOUN NOUN VERB DET ADV ADP PROPN ADP VERB VERB ADP NOUN PRON PRON VERB VERB VERB DET ADP NOUN ADP ADP CCONJ VERB PRON AUX NOUN PRON ADP VERB SCONJ PRON VERB PRON ADP ADP PART PUNCT
416	Kplé ɔ́ ná tîin bɛsín azǎn 7ɔ́ wá yì jɛ azǎn 9ɔ́ kɔ́nyásùn ɔ́ tɔn jí . Kplé nɛ́ ɔ́ xò mɛsi nǔkplɔ́nmɛtɔ́ lɛ́ɛ kpódó mɔkàn zɔ wá tɔ́ lɛ́ɛ kpán kplé .	NOUN DET VERB VERB VERB NOUN NUM VERB VERB VERB NOUN NUM VERB DET ADJ ADP PUNCT NOUN ADJ DET VERB NOUN NOUN DET CCONJ NOUN ADV VERB ADJ DET CCONJ VERB PUNCT
417	Nǔtuuntɔ́ nɛ́ lɛ́ɛ ɔ́ " mɛ ée nɔ kplɔn lě è nɔ kplɔn nǔ mɛ gbɔn é lɛ́ɛ kpódó ye kpán wɛ ɖo azɔ̌ wá wɛ bó ná sɔ nukplɔnmɛ wěmá ɔ́ ɖayǐ . Wěmá ɔ́ ná zɛ ala we : mɔkàn sɔ dó wà azɔ̌ kpódó mɔkàn gbà jí ɖayǐ alǒ mɔkàn nú lɛ́ɛ bíbló ɖó kpán .	NOUN ADJ DET DET PUNCT NOUN PRON VERB VERB ADJ PRON VERB VERB NOUN ADP ADP PART DET CCONJ PRON VERB VERB VERB NOUN VERB VERB ADP VERB VERB NOUN NOUN DET ADV PUNCT NOUN DET VERB VERB NOUN NUM PUNCT NOUN VERB VERB VERB NOUN CCONJ NOUN NOUN ADP ADV CCONJ NOUN ADP DET VERB ADP CCONJ PUNCT
418	Nǔkplɔ́nmɛ nɛ́ lɛ́ɛ ɔ́ " yemɛ è ɖò azɔmɛ xwé azɔkplɔnkplɔn tɔn lɛ́ɛ wɛ è sɔ ɖótè ná .	NOUN ADJ DET DET PUNCT PRON PRON VERB NOUN NOUN NOUN ADJ DET VERB PRON VERB ADV ADP PUNCT
419	Kpódó kúnnú ɖè wěmá yetɔn kpán ɔ́ " ye hɛn ɔ́ " ye ná xò yeɖee kplé bó wa azɔ̌ alǒ ye hɛn ɔ́ " ye ná nɔ yeɖóɖó .	CCONJ NOUN ADJ NOUN ADJ CCONJ DET PUNCT PRON VERB DET PUNCT PRON VERB VERB PRON VERB ADP VERB NOUN CCONJ PRON VERB DET PUNCT PRON VERB VERB PRON PUNCT
420	Linlin énɛ́ ɔ́ " azɔxwé ée nɔ kpénúkún dó aziza núwíwá lɛ́ɛ tɔn kpódó sò dó nú nǔtuuntuun Nǔkplɔnmɛtɔ́ lɛ́ɛ tɔn kpán ɔ́ ( INIFRCF ) bó ɖò glɔ nú gǎn - hɔn - yì - tɔ́ gbásá azɔmɛ xwé linsinmɛ tɔn ɔ́ " wɛ sɔ nyìtè .	NOUN ADJ DET PUNCT NOUN PRON AUX VERB ADP NOUN NOUN DET ADJ CCONJ NOUN ADP ADP NOUN PROPN DET ADJ CCONJ DET PUNCT PROPN PUNCT ADP VERB NOUN ADP NOUN PUNCT VERB PUNCT VERB PUNCT ADJ NOUN NOUN NOUN ADV ADJ DET PUNCT VERB VERB VERB PUNCT
421	Wěmá gbéjé kpɔn nú yemɛ è yì BEPC lɛ́ɛ ná bɛ́ ɖò axɔ́súzángbè azǎn 24ɔ́ lyasùn xwè 2020ɔ́ tɔn .	NOUN VERB ADV ADP PRON PRON VERB PROPN DET VERB VERB ADP NOUN NOUN NUM PROPN NOUN NUM ADJ PUNCT
422	Có azɔ̌ nɛ́ ná bɛ́ ɔ́ " azɔxwé gbásá ée nɔ kpénúkún dó tɛnkpɔn lɛ́ɛ kpódó agbahwlɛnhwlɛn lɛ́ɛ kpán wú é ɔ́ " ɖènyǐ nunɔmɛ è è ɖó ná ɖó ɖò wěmá gbéjé gbéjé kpɔn sín nɔtɛn lɛ́ɛ é . Nunɔmɛ nɛ́ lɛ́ɛ kunkpla walɔ ɖagbe è è ɖó ná ɖó bó ná liza xá azɔnkwín Kovidi - 19 ɔ́ é .	ADP NOUN ADJ VERB VERB DET PUNCT NOUN NOUN PRON AUX VERB ADP NOUN DET CCONJ NOUN DET CCONJ ADP PART DET PUNCT VERB NOUN PRON PRON VERB VERB VERB ADP NOUN NOUN NOUN ADV ADP NOUN DET PART PUNCT NOUN ADJ DET NOUN NOUN ADJ PRON PRON VERB VERB VERB ADP VERB VERB ADV NOUN PROPN PUNCT NUM DET PART PUNCT
423	Ye wɛ nyí tají élɔ́ lɛ́ɛ : Adonis Bohoun Xó tají " nunɔmɛ gbɛtɔ lɛ́ɛ tɔn .	PRON VERB AUX ADJ ADJ DET PUNCT PROPN PROPN PROPN ADJ PUNCT NOUN NOUN DET ADJ PUNCT
424	Énɛ́ wú wɛ " nǔ è Anlc nɔ wà lɛ́ɛ lɛ́ tínmɛ ɖò tají é nɛ́ . "	PRON ADP VERB PUNCT NOUN PRON PROPN VERB VERB DET DET VERB ADP ADJ PART ADJ PUNCT PUNCT
425	É ná nyí bíbló gbɔn sɛ́n yaɖé yaɖé è è ná sɔ ɖayǐ bó bɛ́ ná ɖɔ̀nǔ dó nǔ ɖù ɖò nǔ mɛ̀ wú é gblamɛ .	PRON VERB AUX VERB ADP NOUN ADJ ADJ PRON PRON VERB VERB ADV ADP CCONJ VERB VERB ADP NOUN ADJ ADP NOUN ADP ADP PRON ADP PUNCT
426	" Alɔ nyì nú nǔ ɖù ɖò nǔ mɛ̀ sín xwè nɛ́ è è sɔ ɖayǐ ɔ́ ɖó azɔ̌ we bó ná wà : ayi sɔ dó nǔ má ɖù ɖò nǔ mɛ̀ jí kpódó nǔ ɖù ɖò nǔ mɛ̀ ɖè gbà kpán " lě ɖɔ nú è sè kplé è gǎn - hɔn - yì - tɔ́ lɛ́ɛ yì ɔ́ ɖɔ é nɛ́ .	PUNCT NOUN AUX ADP NOUN ADJ ADP NOUN ADP ADP NOUN ADJ PRON PRON VERB ADV DET VERB NOUN NUM ADP VERB VERB PUNCT NOUN VERB VERB NOUN VERB VERB ADP NOUN ADP ADP CCONJ NOUN ADJ ADP NOUN ADP ADV VERB CCONJ PUNCT ADJ VERB ADP PRON VERB VERB PRON NOUN PUNCT VERB PUNCT VERB PUNCT ADJ DET VERB DET ADV PRON ADJ PUNCT
427	" Mɛ ée ɖò tàn ɖagbe ɖò kplɔ́n lí nù Kpódó azɔ̌ kpán lí nù bɔ mɛ bǐ tuun é ɔ́ " wɛ ɖó ná kùn azɔxwé ée jɛ túnnú nú Anlc ɔ́ é .	PUNCT NOUN PRON VERB NOUN ADJ ADP NOUN NOUN ADP CCONJ NOUN CCONJ NOUN ADP CCONJ PRON ADJ VERB PART DET PUNCT VERB VERB VERB VERB NOUN PRON VERB NOUN ADP PROPN DET PART PUNCT
428	Azɔxwé yɔyɔ nɛ́ ná xú ée ko ɖè ɖò acɛkpìkpà Patrice TALƆN tɔn hwenu lɛ́ɛ é jí bó ná fun ahwan xá nǔ ɖù ɖò nǔ mɛ̀ ɔ́ .	NOUN ADJ ADJ VERB VERB PRON ADV VERB ADP NOUN PROPN PROPN ADJ NOUN DET PART ADP ADP VERB VERB NOUN ADV NOUN ADP ADV NOUN ADP DET PUNCT
429	Kplé gǎn - hɔn - yì - tɔ́ lɛ́ɛ tɔn sɔ azɔxwé ée sɔ walɔ ɖagbe yaɖé yaɖé dó nǔwíwá yetɔn lɛ́ɛ mɛ̀ lɛ́ɛ sù .	NOUN NOUN PUNCT VERB PUNCT VERB PUNCT ADJ DET ADJ VERB NOUN PRON VERB NOUN ADJ ADJ ADJ ADP NOUN ADJ DET ADP DET VERB PUNCT
430	Hwɛɖɔ gbásá ée nɔ dɔn tó nú tò kwɛ ɖutɔ́ lɛ́ɛ kpódó ayi - má - jayǐ dɔn wà tò mɛ̀ tɔ́ lɛ́ɛ kpán ɔ́ ( CRIET ) " è sɔ ɛ́ sù ɖó sɛ́n tlitli è é nɔ sà dó mɛ é wú .	NOUN NOUN PRON VERB VERB ADP ADP NOUN ADV ADJ DET CCONJ NOUN PUNCT VERB PUNCT VERB VERB VERB NOUN ADP ADJ DET CCONJ DET PUNCT PROPN PUNCT PUNCT PRON VERB DET VERB VERB NOUN ADJ PRON PRON VERB VERB ADP PRON PART ADP PUNCT
431	Gǎn hwenu wegɔ́ ɔ́ Anlc tɔn è Jean - Baptiste Elias nɔ nù ɔ́ " jó azɔ̌ dó nú Pascal Irénée Kupaki " wěgbójínɔtɔ́ tògán gbásá tɔn ɔ́ " ɖò azǎn 19ɔ́ xwèjísùn ɔ́ tɔn gbè .	NOUN NOUN ADJ DET PROPN ADJ PRON PROPN PUNCT PROPN PROPN VERB ADP DET PUNCT VERB NOUN ADP ADP PROPN PROPN PROPN PUNCT NOUN NOUN NOUN ADJ DET PUNCT VERB NOUN NUM PROPN DET ADJ NOUN PUNCT
432	Tògán gbásá wɛ gbɛ ɖɔ è kún sɔ ná gǎn Anlc sín mɛ xóxó lɛ́ɛ ó .	NOUN NOUN VERB NOUN SCONJ PRON ADP VERB VERB NOUN PROPN ADV NOUN ADJ DET ADP PUNCT
433	Gǎn - hɔn - yì - tɔ́ tò ɔ́ tɔn Kupaki ée yí nǔɖíɖó Anlc tɔn lɛ́ɛ ɔ́ " ɖó ná tuun yě zán káká yì jɛ hwenu tutomɛ yaɖé yaɖé è è sɔ ɖayǐ wɛ è ɖè ɔ́ ná ɖó nù dó é .	NOUN PUNCT VERB PUNCT VERB PUNCT ADJ NOUN DET ADJ PROPN PRON VERB NOUN NOUN ADJ DET DET PUNCT VERB VERB VERB PRON VERB ADV VERB VERB NOUN NOUN ADJ ADJ PRON PRON VERB ADV VERB PRON VERB DET VERB VERB ADP ADP PART PUNCT
434	È ná tó byɔ́ gbè gbɛta tò ɔ́ tɔn ée nɔ ɖɔ́nǔ dó kɛ́nsísɔ́ wú é ( CNS ) hwɛ̌ có bó ná bló awɔntin hwɛ́n ayǐ kpódó dò bà nú nǔ è bló wɛ è ɖè ɔ́ kpán " bó dó ɖò lě akwɛ zínkán tò ɔ́ tɔn ɖò yìyì wɛ gbɔn é lɛ́n wɛ é .	PRON VERB ADV VERB NOUN NOUN NOUN DET ADJ PRON VERB VERB ADP NOUN ADP PART PUNCT PROPN PUNCT ADV ADP CCONJ VERB VERB NOUN ADV NOUN CCONJ NOUN VERB ADP NOUN PRON VERB SCONJ PRON VERB DET CCONJ PUNCT CCONJ VERB VERB ADJ NOUN NOUN NOUN DET ADJ ADP VERB ADP ADP PART DET SCONJ PART PUNCT
435	Acɛkpìkpà ɔ́ gbɔn gǎn - hɔn - yì - tɔ́ ée nɔ kpénúkún dó tutomɛ Kpódó nukɔn yìyì tò ɔ́ tɔn kpán wú é ɔ́ jí bó nyì gbehwan azɔxwé ée ɖò nǔ mɔ̌wun bló wɛ lɛ́ɛ é .	NOUN DET ADP NOUN PUNCT VERB PUNCT VERB PUNCT ADJ PRON AUX VERB ADP NOUN CCONJ NOUN VERB NOUN DET ADJ CCONJ ADP PRON DET ADP ADP VERB NOUN NOUN PRON VERB NOUN ADV VERB SCONJ DET PART PUNCT
436	Ɖò ɖɔ nú è sɔ è è lá ɖò azǎn 2ɔ́ zoosùn xwè 2020ɔ́ tɔn gbè ɔ́ " CNS ná tó ná gbè hwɛ̌ có dò bà nú nǔ ɔ́ ná tîin " é ká ná lɛ́ ná gbè hwɛ̌ có bɔ è ná lɛ́ lá .	ADP ADJ ADP PRON VERB PRON PRON VERB VERB NOUN NUM PROPN NOUN NUM ADJ NOUN DET PUNCT PROPN VERB ADV VERB NOUN ADV ADP NOUN VERB ADP NOUN DET VERB VERB PUNCT PRON ADV VERB DET VERB NOUN ADV ADP CCONJ PRON VERB DET VERB PUNCT
437	Nǔ ná nyí mɔ̌ ɖó è ɖó ná wànǔ xwédó sɛ́n tò ɔ́ tɔn bó má wá yì nyagló tò ɔ́ ó .	NOUN VERB AUX ADV ADP PRON VERB VERB VERB NOUN NOUN NOUN DET ADJ ADP VERB VERB VERB NOUN NOUN DET ADP PUNCT
438	Tutomɛ nɛ́ ɔ́ junjɔn sɛ́n è xixa tɔn nyí kɛ́n 99 - 14 ɖò azǎn 12ɔ́ lidósùn xwè 2000ɔ́ tɔn gbè " bɛ́ kɛnu dó tutomɛ Kpódó nǔwíwá CNS tɔn lɛ́ɛ wú é .	NOUN ADJ DET VERB NOUN PRON NOUN ADJ AUX NOUN NUM PUNCT NUM ADP NOUN NUM PROPN NOUN NUM ADJ NOUN PUNCT VERB NOUN ADP NOUN ADJ NOUN PROPN ADJ DET ADP PART PUNCT
439	Sɛ́nkwín tɔn 4ɔ́ ɖɔ :	NOUN ADJ NUM DET PUNCT
440	Tɛnkpɔn BEPC tɔn ɔ́ ná bɛ́ ɖò azǎn 13ɔ́ lyasùn xwè 2020ɔ́ tɔn gbè .	NOUN PROPN ADJ DET VERB VERB ADP NOUN NUM PROPN NOUN NUM ADJ NOUN PUNCT
441	Pobɛ wɛ gǎn - hɔn - yì - tɔ́ azɔmɛ xwé linsinmɛ tɔn ɔ́ " Mahougnon Kakpo hùn nǔ sín nù ɖè . Yemɛ agbahwlɛntɔ́ 149398 wɛ bɔ nyɔnu 69287 ɖémɛ " sunnu lɛ́ɛ nyí 80111 bɔ è má yě dó tɛnkpɔn gbásá 233 ɖò Benɛ yí kún gban ɔ́ bǐ jí .	NOUN VERB NOUN PUNCT VERB PUNCT VERB PUNCT ADJ NOUN NOUN NOUN ADJ DET PUNCT PROPN PROPN VERB NOUN ADP ADP ADV PUNCT PRON NOUN NUM VERB CCONJ AUX NUM VERB PUNCT NOUN DET AUX NUM CCONJ PRON VERB PRON ADP NOUN NOUN NUM ADP PROPN VERB ADP NOUN DET ADJ ADP PUNCT
442	Ényí è jlɛ dó xwè 2019ɔ́ wú ɔ́ " è mɔ ɖɔ mɛ nabí è yì agbahwlɛnhwlɛn ɔ́ wá dò bɔ è lɛ́n dó 27 " 38 % .	SCONJ PRON VERB ADP NOUN NUM ADP DET PUNCT PRON VERB ADP NOUN ADV PRON VERB NOUN DET VERB NOUN CCONJ PRON DET ADP NUM PUNCT NUM NUM PUNCT
