textid	text	target
442	Na nzaghachi , ndị eze ọdịnala ọhụụ ahụ , nke gụnyere Igwe Ben Anochie nke Umunnachi dị n’ okpuru ọchịchị Dunukofia na Igwe Vincent Ijeomah nke Ochuche- Umuodu dị n’ okpuru ọchịchị Ọgbaru ,	ADP NOUN PUNCT DET NOUN NOUN ADJ DET PUNCT PRON VERB NOUN PROPN PROPN ADP PROPN AUX ADP ADP NOUN PROPN CCONJ NOUN PROPN PROPN ADP PROPN PROPN ADP ADP ADP NOUN PROPN PUNCT
443	Emume a dara ụda na Cathedral of the Good Shepherd , Enugu’ , ebe Archbishop ụka Anglikan dayọsis Enugu bụ Most Rev Emmanuel Chukwuma nọ n’ isi emume ofufe nru .	NOUN DET VERB NOUN ADP NOUN ADP DET ADJ NOUN PUNCT PROPN PUNCT SCONJ NOUN NOUN NOUN NOUN PROPN ADP ADJ NOUN PROPN PROPN VERB ADP NOUN NOUN NOUN NOUN PUNCT
444	Ọ kpọkuru ndị na- eso ụzọ Kraist ka ha na- ekele Chineke oge niile maka ndụ na ahụike .	PRON VERB PRON AUX PROPN NOUN PROPN ADV PRON AUX VERB PROPN NOUN DET ADV NOUN CCONJ NOUN PUNCT
445	Site n’ isiokwu nke e wetere n’ akwụkwọ abụọma , isi nke otu narị na atọ “ Inye Chineke ekene ” , Most Rev Chukwuma kwuru na mmadụ na- enweta ngozi na ihunanya dị iche iche n’ aka Chineke ụbọchị ọ bụla nke na mgbe ụfọdụ anyị anaghị etozu etozu ịnata n’ aka ya .	ADP ADP NOUN ADV PRON VERB ADP NOUN NOUN PUNCT NOUN ADP NUM NUM CCONJ NUM PUNCT VERB PROPN NOUN PUNCT PUNCT ADJ NOUN PROPN VERB ADV NOUN AUX VERB NOUN CCONJ NOUN ADP ADJ ADJ ADP NOUN PROPN NOUN PRON DET PRON SCONJ ADV DET PRON VERB VERB VERB VERB ADP NOUN PRON PUNCT
446	Ya mere , ọ gwara ndị otu Kraist ka ha na- ebi ezi ndụ ma gbaara njọ ọsọ nke na- egbochi mmadụ ịnata amara Chineke .	PRON VERB PUNCT PART VERB DET NOUN PROPN ADV PRON ADP VERB ADJ NOUN SCONJ VERB INTJ VERB PRON ADP VERB NOUN VERB NOUN PROPN PUNCT
447	Chukwuma kpọkukwara President’ Muhammadu Buhari na ndị gọvanọ na- achị na steeti niile ka ha gbaa mbọ iji kwalite ezi nchekwa n’ ala anyị .	PROPN VERB NOUN PROPN PROPN CCONJ DET NOUN AUX VERB ADP NOUN DET ADV PRON VERB NOUN VERB VERB ADJ NOUN ADP NOUN PRON PUNCT
448	Ọ kọwara Dame Ekwueme dịka onye biri ndụ ndidi na ihụnanya n’ ebe ndị mmadụ nọ , ma bụrụ ezigbo onye nne .	PRON VERB PROPN PROPN ADV PRON VERB NOUN ADJ CCONJ NOUN ADP PRON DET NOUN VERB PUNCT SCONJ AUX ADJ DET NOUN PUNCT
449	Aka na- achị steeti Enugu bụ Gọvanọ Ifeanyi Ugwuanyi kelere Chineke maka ndụ na ahụike n’ ebe Dame Beatrice Ekwueme nọ .	NOUN AUX VERB NOUN PROPN AUX NOUN PROPN PROPN VERB PROPN ADV NOUN CCONJ NOUN ADP PRON PROPN PROPN PROPN VERB SCONJ
450	Ọ kọwara ya dịka onye ndụ ya kwesịrị ǹǹomi .	PRON VERB PRON ADV PRON NOUN PRON VERB VERB PUNCT
451	Ndị ọzọ bịara nnukwu mmemme ahụ gụnyere Peter Obi , Emmanuel Iwuanyanwu , Jim Nwobodo , Okwesilieze Nwodo , Laz Ekwueme nwanne Ekwueme lara mmụọ ma bụrụ Igwe na- achị Oko na steeti Anambra na ọtụtụ ndị ọzọ .	PRON DET VERB ADJ NOUN DET VERB PROPN PROPN PUNCT PROPN PROPN PUNCT PROPN PROPN PUNCT PROPN PROPN PUNCT PROPN PROPN NOUN PROPN VERB NOUN SCONJ AUX NOUN AUX VERB PROPN ADP NOUN PROPN CCONJ DET PRON DET PUNCT
452	N’ ịgbasò nke a , gọọmenti steeti Anambra nọrọ nso- nso a wee nweta òtùto site n’ aka òtù ọrụ ahụike gọọmenti etiti a kpọrọ National Primary Health Care Development Agency’ maka ezi ọrụ ya na ịgba dị iche- iche ọ na- eti na ngalaba ahụike steeti ahụ .	ADP VERB PRON DET PUNCT NOUN NOUN NOUN VERB ADJ ADJ DET VERB VERB NOUN ADP ADP NOUN NOUN NOUN NOUN NOUN ADP DET VERB NOUN NOUN NOUN NOUN NOUN NOUN ADV ADJ NOUN PRON ADP NOUN ADP ADJ ADJ PRON AUX VERB ADP NOUN NOUN NOUN DET PUNCT
453	A nọkwàzịrị na ya bụ njèm wee nye steeti Anambra onyinye nkwanye ùgwù maka ezi ọrụ ha n’ ịkwalite ọnọdụ ahụike ọhaneze .	PRON VERB ADP PRON AUX NOUN VERB VERB NOUN PROPN NOUN NOUN NOUN ADV ADJ NOUN PRON ADP VERB NOUN NOUN NOUN PUNCT
454	Ka ọ dị ta , ndị uwe ojii na steeti Anambra Steeti anwụchikọọla ndị dị iche- iche a na- enyo ènyò na ha bụ ndị ohi , ndị otu nzuzo na ndị na- apịa ụmụnwaanyị ọkụ n’ ike .	ADV PRON AUX ADV PUNCT DET NOUN ADJ ADP NOUN PROPN NOUN VERB PRON AUX ADJ ADJ PART AUX VERB VERB ADV PRON AUX DET NOUN PUNCT DET NOUN NOUN CCONJ DET AUX VERB NOUN NOUN ADP ADV PUNCT
455	Ya bụ amụmà ọrụ bụ nke weere ọnọdụ na mpaghara ebe dị iche- iche , ma bụrụkwa nke ndị òtù ọrụ ahụ gàghàrịrị n’ ọtụtụ ebe n’ ihi ya ịhụ na ileta ka o si aga .	PRON AUX NOUN NOUN AUX PRON VERB NOUN ADP NOUN PRON AUX ADJ ADJ PUNCT SCONJ AUX PRON DET NOUN NOUN DET VERB ADP DET NOUN ADP ADV PRON VERB CCONJ VERB ADV PRON VERB VERB PUNCT
456	A HỌPỤTALA otu nwaanyị onye Nigeria , Kemi Badenotch dịka minista na mba United Kingdom .	PRON VERB NUM NOUN PRON PROPN PUNCT PROPN PROPN ADV NOUN ADP NOUN PROPN PROPN PUNCT
457	Ọ ga- esonyezi na ndị ọchịchị cabinet nke onye ọchịchị Prime Minister’ a họpụtara ọhụrụ bụ Boris Johnson .	PRON AUX VERB ADP DET NOUN NOUN ADP DET NOUN NOUN NOUN PRON VERB ADJ AUX PROPN PROPN PUNCT
458	Ọ biri na Lagos na America mgbe ọ dị na nwata ma mechaa laghachi UK mgbe ọ dị afọ iri na isii .	PRON VERB ADP PROPN CCONJ PROPN ADV PRON AUX ADP NOUN SCONJ VERB VERB PROPN ADV PRON AUX NOUN NUM CCONJ NUM PUNCT
459	Onye Anglo- Irish bụ Hamish Badenotch lụrụ ya dịka nwunye ya n’ afọ 2012 .	DET PROPN PROPN AUX PROPN PROPN VERB PRON ADV NOUN PRON ADP NOUN NUM PUNCT
460	Banyere nhọpụta ahụ , o kwuru sị “ Obi dị m ụtọ banyere nhọpụta a nke ga- enyere m aka ịtụnye ụtụ nke m ka ihe wee dị mma . ” Ọ gara n’ ihu kwuo na ya ga- agba mbọ rụọ ọrụ nkeọma n’ akpaghị oke .	VERB VERB DET PUNCT PRON VERB VERB PUNCT NOUN AUX PRON ADJ VERB VERB DET PRON AUX VERB PRON NOUN VERB NOUN PRON PRON ADV NOUN VERB AUX ADJ PUNCT PUNCT PRON VERB ADP ADP VERB ADV PRON AUX VERB NOUN VERB NOUN ADV ADP VERB NOUN PUNCT
461	N’ okwuchukwu , Bishop Ezeokafor kpọkuru ndị ụka ka ha na- eme nke ọma n’ ihi na onweghị onye ma mgbe ọ ga- ahapụ ụwa , maka na eligwe bụ ụlọ anyị .	ADP NOUN PUNCT NOUN PROPN VERB DET NOUN ADV PRON AUX VERB PRON ADJ ADP ADV ADV VERB PRON VERB ADV PRON AUX VERB PROPN PUNCT ADV ADV NOUN AUX NOUN PRON PUNCT
462	Ụkọchukwu Parish ahụ bụ Fada Emmanuel Ezenwata kọwara Oriakụ Ezeani dịka onye na- agba mbọ nke ukwuu n’ ụlọụka .	NOUN NOUN DET AUX NOUN PROPN PROPN VERB NOUN PROPN ADV PRON AUX VERB NOUN PRON ADV ADP NOUN PUNCT
463	O kwuru sị na ọ bụ ya bụ onye mbụ na- abịa ụka ma na- ebidokwa ekpere n’ ụka ụzọ ụtụtụ kwa ụbọchị .	PRON VERB VERB ADV PRON AUX PRON AUX PRON ADJ AUX VERB NOUN SCONJ AUX VERB NOUN ADP NOUN ADJ NOUN DET NOUN PUNCT
464	Otu onye nne CWO n’ ụlọụka ahụ , ma bụrụkwa onye ụmụnna ya bụ Oriakụ Cordelia Ezego , kwuru sị “ Nwaanyị a dị ike n’ ekpere , ọ dị umeala , ọ zụkwara ụmụ ya nkeọma . ”	NUM DET NOUN PROPN ADP NOUN DET PUNCT SCONJ AUX PRON NOUN PRON AUX NOUN PROPN PROPN PUNCT VERB VERB PUNCT NOUN DET AUX ADJ ADP NOUN PUNCT PRON AUX ADJ PUNCT PRON VERB NOUN PRON ADV PUNCT PUNCT
465	John Paul Okoye n’ aha ndị gụrụ n’ ụlọakwụkwọ Holy Family Spiritual Year Seminary , Okpuno , afọ 2018 19 kwuru na ha bịara mmemme ahụ n’ ihi na Fada Ezeani , onye nne ya nwụrụ kụiiri ha ma na- ahụkwa maka ndụ mmụọ ha .	PROPN PROPN PROPN ADP NOUN PRON VERB ADP NOUN NOUN NOUN NOUN NOUN NOUN PUNCT PROPN PUNCT NOUN NUM NUM VERB ADV PRON VERB NOUN DET ADP ADV ADV NOUN PROPN PUNCT PRON NOUN PRON VERB VERB PRON SCONJ AUX VERB ADV NOUN NOUN PRON PUNCT
466	A mụrụ Oriakụ Felicia Ezeani n’ ezinaụlọ Cyril Oguadi , nke Ukunu Agulu , e jikọrọ ya na Basil Ezeani nke Umunnonwu dịkwa n’ otu Agulu ahụ ọnụ dịka di na nwunye .	PRON VERB NOUN PROPN PROPN ADP NOUN PROPN PROPN PUNCT ADP PROPN PROPN PUNCT PRON VERB PRON CCONJ PROPN PROPN ADP PROPN AUX ADP NUM PROPN DET NOUN AUX NOUN CCONJ NOUN PUNCT
467	Chineke ji ọtụtụ ụmụ gọzie ha .	PROPN VERB DET NOUN VERB PRON PUNCT
468	Dịka onye na- ekpere Chineke n’ ime mmụọ na eziokwu , o biri ezigbo ndụ kwesịrị ǹǹomị .	ADV PRON AUX VERB PROPN ADP ADP NOUN CCONJ NOUN PUNCT PRON VERB ADJ NOUN VERB VERB PUNCT
469	Ọ gbara afọ iri isii na asaa tupu ọ laa mmụọ .	PRON VERB NOUN NUM NUM CCONJ NUM ADV PRON VERB NOUN PUNCT
470	Ọ bụ kọmishọna na- ahụ maka ahụike na steeti Anambra , bụ Dọkịta Vincent Ọkpala kwupùtàrà nke a oge ya na ndị nta akụkọ na- akparịta ụka n’ isi ụlọ ya dị n’ Awka bànyere mmemme ụbọchị ọrịa ịba ọcha n’ anya na mba ụwa nke ahọ 2019 .	PRON AUX NOUN ADP VERB ADV NOUN ADP NOUN PROPN PUNCT AUX NOUN PROPN PROPN VERB PRON DET ADV PRON CCONJ PRON NOUN NOUN AUX VERB NOUN ADP ADP NOUN PRON AUX ADP PROPN VERB NOUN NOUN NOUN NOUN ADJ ADP NOUN ADP NOUN PROPN ADP NOUN NUM PUNCT
471	O mekwàzịrị ka a mara na gọọmenti steeti ahụ na- agbasi mbọ ike esepughị aka ma na- ebukwa agha dị egwu ịhụ na e memìlàrà ya bụ ọrịa ma nyekwa ya ọsọ ụkwụ erughị ala na steeti ahụ .	PRON VERB ADV PRON VERB ADV NOUN NOUN DET AUX VERB NOUN ADV VERB NOUN SCONJ AUX VERB NOUN AUX ADV VERB ADV PRON VERB PRON AUX NOUN SCONJ VERB PRON VERB NOUN VERB NOUN ADP NOUN DET PUNCT
472	Na ntụnye nke ya , onyeisi nhazi atụmatụ ahụike ọhaneze na steeti ahụ , bụ Dọkịta Udechukwu Onyejimbe kọwara mkpa ọ dị na e nyèrè ya ajọ ọrịa ahụ ọsọ na steeti ahụ , ma kpọkwazie òkù ka onye ọbụla tinye aka n’ ọrụ ịhụ na nke ahụ pụtara ìhè na ya bụ steeti .	ADP VERB PART PRON PUNCT NOUN NOUN NOUN NOUN NOUN ADP NOUN DET PUNCT AUX NOUN PROPN PROPN VERB NOUN PRON AUX ADP PRON VERB PRON ADJ NOUN DET VERB ADP NOUN DET PUNCT SCONJ VERB NOUN ADV PRON DET VERB NOUN ADP NOUN VERB ADV PRON DET VERB NOUN ADP PRON AUX NOUN PUNCT
473	Isiokwu mmemme ahụ nke ahọ a bụ “ Tinye Ego n’ Imemìlà Ọrịa Ịba Ọcha n’ Anya ” , nke pụtara , ma a sụgharịa ya “ Invest in Eliminating Hepatitis ” .	NOUN NOUN DET ADP NOUN DET AUX PUNCT VERB NOUN ADP VERB NOUN NOUN ADJ ADP NOUN PUNCT PUNCT PRON VERB PUNCT SCONJ PRON VERB PRON PUNCT VERB ADP VERB NOUN PUNCT PUNCT
474	Ezezemali kwere .	PROPN VERB PUNCT
475	Mgbe ha ruru ala ndị mmụọ , ndị mụọ niile pụtara , ma okenye ma nwata na- agba egwu , na- enwe aǹụrị na ekele Ezezemali na- akpọ ya nwunye ha .	ADV PRON VERB NOUN DET NOUN PUNCT DET NOUN DET VERB PUNCT VERB ADJ AUX ADJ AUX VERB NOUN PUNCT AUX VERB ADJ AUX VERB PROPN AUX VERB PRON NOUN PRON PUNCT
476	Ọtụtụ ndị mmụọ ahụ na- atụ ụjọ n’ ile anya nke ukwuu ma Ezezemali kwudosiri ike n’ ihi ihe Ojokoudene gwara ya .	DET DET NOUN DET AUX VERB ADV ADP VERB NOUN PRON ADV SCONJ PROPN VERB ADV ADP ADV PRON PROPN VERB PRON PUNCT
477	Mgbe ha buteere Ezezemali nri ka o rie , Ezezemali guba egwu sị :	ADV PRON VERB PROPN NOUN ADV PRON VERB PUNCT PROPN VERB NOUN VERB PUNCT
478	Ndị mmụọ wee were iwe sị Ojokoudene ya kpọghachiri Ezezemali nne ya na nna ya n’ obodo ha .	DET NOUN VERB VERB NOUN VERB PROPN PRON VERB PROPN NOUN PRON CCONJ NOUN PRON ADP NOUN PRON PUNCT
479	Mgbe ha batara oke ụzụ tụrụ n’ obodo n’ ihi na ha che na Ezezemali alaala ala ndị mmụọ nke nlaghachị azụ adịghị .	ADV PRON VERB ADV NOUN VERB ADP NOUN ADP ADV ADV PRON VERB ADV PROPN VERB NOUN DET NOUN PRON VERB ADP VERB PUNCT
480	Ndị bụ nne na nna zụọnụ ụmụ ụnụ nkeọma ka ha baara onwe ha na unu uru .	PRON AUX NOUN CCONJ NOUN VERB NOUN PRON ADV SCONJ PRON VERB PRON PRON CCONJ PRON NOUN PUNCT
481	Ụmụaka kpacharanụ anya ụnụ ma sọpụrụ ndị mụrụ ụnụ .	NOUN VERB NOUN PRON SCONJ VERB PRON VERB PRON PUNCT
482	NDỊ obodo Ihe nke dị n’ okpuru ọchịchị Awgu na steeti Enugu e nwetabeghị onwe ha na nnukwu ihe mgbagwoju anya dapụtara n’ Eke , nke bụ ahịa ha na- azụ , na nwa mgbe gara aga .	DET NOUN PRON PRON AUX ADP ADP NOUN PROPN ADP NOUN PROPN PRON VERB PRON PRON ADP ADJ NOUN VERB NOUN VERB ADP NOUN PUNCT PRON AUX NOUN PRON AUX VERB PUNCT SCONJ ADJ ADV VERB VERB PUNCT
483	N’ ihe dịka elekere isii nke mgbede ụbọchị Eke ahụ , ka a zụkatara ahịa ozu udele sitere n’ elu na- ada n’ ahịa ahụ n’ ike n’ ike .	ADP PRON ADV NOUN NUM ADP NOUN NOUN NOUN DET PUNCT ADV PRON VERB NOUN NOUN NOUN VERB ADP ADP AUX VERB ADP NOUN DET ADP ADV ADP ADV PUNCT
484	Ụfọdụ ka e kwuru na ha danyechara n’ elu gbamgbam ọdụ ahịa .	DET ADV PRON VERB ADV PRON VERB ADP ADP NOUN ADJ NOUN PUNCT
485	Ndị na- ahụ maka ahụike anụmanụ veterinary officers si n’ isi ọchịchị gọọmenti Awgu wee bịa maka ịchọpụta nke bụ eziokwu na ya bụ ihe .	PRON AUX VERB ADV NOUN NOUN NOUN NOUN VERB ADP NOUN NOUN NOUN PROPN VERB VERB ADV VERB PRON AUX ADJ ADP PRON AUX NOUN PUNCT
486	Ha bukọọrọ ozu udele ndị ahụ lie ma kwụsịkwa ijiji si n’ elu na ala wee wụchaa n’ Eke ahụ .	PRON VERB NOUN NOUN PRON DET VERB SCONJ VERB NOUN VERB ADP NOUN CCONJ NOUN VERB VERB ADP NOUN DET PUNCT
487	N’ ikpeazụ , ha weere anụ e gburu ụbọchị ahụ laa maka nnyocha .	ADP ADP PUNCT PRON VERB NOUN PRON VERB NOUN DET VERB ADV NOUN PUNCT
488	Rabiu , ya bụ onye Hausa kwuputara nke bụ eziokwu kwuru sị , “ Mgbe m hụrụ ihe na- emenụ , agwara m Ike na o kwesịghị ikwe ka onye ezi bịa mebiere anyị ahịa mana ọ sịrị m na ya amaghị na ọ bụ ka ọ ga- esi dapụta . ”	PROPN PUNCT PRON AUX DET PROPN VERB PRON AUX NOUN VERB VERB PUNCT PUNCT ADV PRON VERB PRON AUX VERB PUNCT VERB PRON PROPN ADV PRON VERB VERB ADV PRON ADP VERB VERB PRON NOUN CCONJ PRON VERB PRON ADV PRON VERB ADV PRON AUX ADV PRON AUX VERB VERB PUNCT PUNCT
489	A kọkwara na Ike , yaabụ nwoke mere ihe ahụ , kwuru na onye dibịa ahụ kwụrụ ya ezigbo ụgwọ ka o wee gbutere ya ọtụtụ udele .	PRON VERB ADV PROPN PUNCT SCONJ NOUN VERB PRON DET PUNCT VERB ADV DET NOUN DET VERB PRON ADJ NOUN ADV PRON VERB VERB PRON DET NOUN PUNCT
490	Ọtụtụ ndị bịara n’ ahịa ahụ ịmata ka o si mee .	DET PRON VERB ADP NOUN DET VERB ADV PRON VERB VERB PUNCT
491	Ha gụnyere onyeisi kansụl Awgu bụ Stanley Okeke na ndị ọchịchị obodo .	PRON VERB NOUN NOUN PROPN AUX PROPN PROPN CCONJ DET NOUN NOUN PUNCT
492	Obi umeala dị n’ ọchịchị ya gosiri na ọchịchị ya sitere n’ aka Chukwu .	NOUN ADJ AUX ADP NOUN PRON VERB ADV NOUN PRON VERB ADP NOUN PROPN PUNCT
493	Ọchịchị Obiano yiri ọchịchị Solomon n’ akwụkwọ nsọ .	NOUN PROPN VERB NOUN PROPN ADP NOUN ADJ PUNCT
494	Chukwu wepuuru Solomon agha nakwa ọtụtụ nsogbu nke mere ihe jiri gara ya nkeọma .	PROPN VERB PROPN NOUN CCONJ DET NOUN ADV VERB NOUN VERB VERB PRON ADV PUNCT
495	N’ agbanyeghị na nna ya nwụrụ n’ oge , o meghị ya ka ọ laghachị azụ n’ ihe Chukwu kwuru banyere ndụ ya .	ADP VERB ADV NOUN PRON VERB ADP NOUN PUNCT PRON VERB PRON ADV PRON VERB ADP ADP PRON PROPN VERB VERB NOUN PRON PUNCT
496	O rubere isi wee ruo ogogo dị elu n’ ụlọ ọbaego .	PART VERB NOUN VERB VERB NOUN AUX ADP ADP NOUN NOUN PUNCT
497	Ọ bụ obi umeala ya mere e jiri kpọlite ya dịka onye ndu nke steeti Anambra .	PRON AUX NOUN ADJ PRON VERB PRON VERB VERB PRON ADV PRON NOUN ADP NOUN PROPN PUNCT
498	Kemgbe a kpọlitere ya dịka onye ndu steeti Anambra , ọ bụ onye na- eguzo n’ okwu ọnụ ya , ọ dịghị ekwe nkwa ọ gaghị eme , ọ dịghị ebi ndụ dịka ụfọdụ ndị ndọrọndọrọ ọchịchị ndị ọzọ .	ADV PRON VERB PRON ADV PRON NOUN NOUN PROPN PUNCT PART AUX PRON AUX VERB ADP NOUN NOUN PRON PUNCT PRON AUX VERB NOUN PRON VERB VERB PUNCT PRON AUX VERB NOUN ADV DET DET NOUN NOUN PRON DET PUNCT
499	Ihe e ji etu ya Akpokuedike Aguleri bụ na ọ bụ onye na- adịghị agba nkiti mgbe ndị nke ya kpọrọ ya .	PRON PRON VERB VERB PRON NOUN PROPN AUX ADV PART AUX PRON AUX VERB VERB ADJ ADV DET PRON PRON VERB PRON PUNCT
500	N’ ezie , aha ndị obodo ya kpọrọ ya bụ iji gosi na ha hụrụ ma mara ọlụ niile ọ na- alụ .	ADP NOUN PUNCT NOUN DET NOUN PRON VERB PRON AUX VERB VERB ADV PRON VERB CCONJ VERB NOUN DET PRON AUX VERB PUNCT
501	Ọ bụghị ugbu a ọ bụ gọvanọ ka ọ malitere afọọma ya , ọ malitere ya tupu ọ bụrụ gọvanọ .	PRON AUX ADV DET PRON AUX NOUN ADV PART VERB NOUN PART PUNCT PRON VERB PRON ADV PRON AUX NOUN PUNCT
502	Ọ bụ onye na- eji nwayọọ eso ihe niile ọbụla ọ na- eme , nke mere ka o nwee udo n’ ọchịchị ya nakwa akụkụ niile nke steeti Anambra .	PRON AUX PRON AUX VERB ADV VERB PRON DET DET PRON AUX VERB PUNCT PRON VERB ADV PRON VERB NOUN ADP NOUN PRON CCONJ ADP DET ADP NOUN PROPN PUNCT
503	Ụfọdụ ihe o megoro dịka gọvanọ steeti Anambra gụnyere ime ka egwu na ụjọ niile dị na steeti a bụrụzie akụkọ mgbe ochie .	DET NOUN PRON VERB ADV NOUN NOUN PROPN VERB VERB ADV NOUN CCONJ NOUN DET AUX ADP NOUN DET AUX NOUN ADV ADJ PUNCT
504	Oge mbụ , chi jibe , onye ọbụla a na- achọ ebe ọ ga- agbalaga , mana taa , ọchịchị nwaamadi a emeela ka onye ọbụla na- emechi anya ya abụọ n’ abalị .	NOUN ADJ PUNCT NOUN VERB PUNCT PRON DET PRON AUX VERB PRON PRON AUX VERB PUNCT CCONJ NOUN PUNCT NOUN NOUN DET VERB ADV PRON DET AUX VERB NOUN PRON NUM ADP NOUN PUNCT
505	Ọchịchị ya pụtakwara ihe n’ ebe ndị na- azụ ahịa nọ , n’ akụkụ ndị ọlụ oyibo , ndị ọlụugbo w . d . g . Nwaamadi a emeela ka aha Anambra pụta ihe na mba ụwa niile .	NOUN PRON VERB NOUN ADP PRON PRON AUX VERB NOUN VERB PUNCT ADP NOUN DET NOUN NOUN PUNCT DET NOUN SYM PUNCT SYM PUNCT SYM PUNCT NOUN DET VERB ADV NOUN PROPN VERB NOUN ADP NOUN PROPN DET PUNCT
506	A bịa n’ akụkụ agụmakwụkwọ , ndị Anambra eturula ugo n’ ụzọ dị iche iche na mba ụwa niile .	PRON VERB ADP ADP NOUN PUNCT DET PROPN VERB NOUN ADP NOUN AUX ADJ ADJ ADP NOUN PROPN DET PUNCT
507	N’ akụkụ ndị ntorobịa na- azụ ahịa , ọ bụghị sọọsọ izụ ahịa kama ọ bụ ha zụchaa , enye ha ihe ha ga- eji bido nke ha .	ADP ADP DET NOUN AUX VERB NOUN PUNCT PRON AUX DET VERB NOUN SCONJ PRON AUX PRON VERB PUNCT VERB PRON PRON PRON AUX VERB VERB PRON PRON PUNCT
508	A bịa n’ ihe gbasara egwuru egwu ndị Anambra kemgbe odogwu a malitere chịba , ha na- enwe ihu ọma , na- enweta mmeri ma na- anatakwa akara ugo dị iche iche .	PRON VERB ADP PRON VERB VERB NOUN DET PROPN ADV NOUN DET VERB VERB PUNCT PRON AUX VERB NOUN ADJ PUNCT AUX VERB NOUN SCONJ AUX VERB NOUN NOUN AUX ADJ ADJ PUNCT
509	Ọgbụgba afọ iri isii na anọ ya abụghị sọọsọ n’ afọ kama ọ bụ ma n’ uche .	VERB NOUN NUM NUM CCONJ NUM PRON VERB DET ADP NOUN SCONJ PRON AUX SCONJ ADP NOUN PUNCT
510	Dịka ọ na- agba afọ ọhụrụ a , ka amamihe dị n’ ime ya na- agawanye n’ ihu .	ADV PRON AUX VERB NOUN ADJ DET PUNCT ADV NOUN AUX ADP ADP PRON AUX VERB ADP ADP PUNCT
511	Ọ ga- ahapụwaziri gọọmentị Nigeria akọrọngwa ya ndị a : Apple Macbook Air laptop , Iphone X mobile phone na Wifi Router’ .	PRON AUX VERB NOUN PROPN NOUN PRON PRON DET PUNCT NOUN NOUN NOUN NOUN PUNCT NOUN X NOUN NOUN CCONJ NOUN NOUN PUNCT
512	Akọrọngwa ndị ahụ bụ ndị o ji alụ ọlụ ọjọọ , ma bụrụkwa ndị a natara ya oge a nwụchịkọrọ ya .	NOUN PRON DET AUX PRON PRON VERB VERB NOUN ADJ PUNCT SCONJ AUX PRON PRON VERB PRON ADV PRON VERB PRON PUNCT
513	O kwuru na amụma ịkpọchisi ụlọ ọrụ a ha màlitere imezuputa ugbua ga- eme ka ọtụtụ mmadụ na ụlọ ọrụ màlite ịtụ ụtụ isi ha n’ ụzọ na n’ oge kwesiri ekwesi , ma kwukwazie na onye ọbụla nwara ànwà , tiwaa ,	PRON VERB ADV NOUN VERB NOUN NOUN DET PRON VERB VERB ADV AUX VERB ADV DET NOUN ADP NOUN NOUN VERB VERB NOUN NOUN PRON ADP NOUN CCONJ ADP NOUN VERB VERB PUNCT CCONJ VERB ADV PRON DET VERB VERB PUNCT VERB PUNCT
514	gbapee ma ọ bụ kpọpee ụlọ ọrụ ndị ahụ ha kpọchiri ga- abụ onye a ga- akpụpụ ụlọ ikpe ma wèré ùsòrò iwu nyụchaa ya anya , n’ ihi na gọọmenti agaghị ada mbà n’ imezùpúta atụmatụ ahụ o ji n’ aka n’ uju .	VERB CCONJ PRON AUX VERB NOUN NOUN PRON DET PRON VERB AUX VERB PRON PRON AUX VERB NOUN NOUN SCONJ VERB NOUN NOUN VERB PRON NOUN PUNCT ADP SCONJ SCONJ NOUN VERB VERB NOUN ADP VERB NOUN DET PRON VERB ADP NOUN ADP NOUN PUNCT
515	ụlọ ọrụ Suburd Consortium dị n’ Awka , bụ ndị ji ụgwọ ụtụ karịrị nde Naịra ise màlite n’ agbàtà ọnwa Jenụwarị ahọ 2011 , wee ruo ọnwa Ekeresimeesi ahọ 2016 ;	NOUN NOUN PROPN PROPN AUX ADP PROPN PUNCT AUX PRON VERB NOUN NOUN ADJ NUM NOUN NUM VERB ADP ADP NOUN PROPN NOUN NUM PUNCT VERB VERB NOUN PROPN NOUN NUM PUNCT
516	ụlọ ọrụ Ejiamatu Microfinance Bank dị n’ Ojoto , bụ nke ji ụgwọ karịrị nde Naịra iri na isii ; ụlọ ọrụ Delendu Aluminium Manufacturing dị n’ Onitsha , nke ji ụgwọ karịrị nde Naịra asatọ , ụlọ akwụkwọ Good News Academy , Ogidi , ji ụgwọ ruru narị puku Naịra asaa , tinyere ọtụtụ ndị ọzọ .	NOUN NOUN NOUN NOUN NOUN AUX ADP PROPN PUNCT AUX PRON VERB NOUN ADJ NUM NOUN NUM CCONJ NUM PUNCT NOUN NOUN PROPN PROPN PROPN AUX ADP PROPN PUNCT PRON VERB NOUN ADJ NUM NOUN NUM PUNCT NOUN NOUN PROPN PROPN PROPN PUNCT PROPN PUNCT VERB NOUN VERB NUM NUM NOUN NUM PUNCT VERB DET PRON DET PUNCT
517	Ụmụakwụkwọ Anambra ahụ gara ya bụ asọmpi bụ maazị Meshack Ugwuishi , maazị Onyedika Chuka- Umeora , maazị Chukwualụka Nwachukwu , na maazị Dominic Machi , ma bụrụkwa ndị nwetara mmeri site n’ ihe ha jiri aka ha rụọ , bụ nke ha kpọrọ	NOUN PROPN DET VERB PRON AUX NOUN AUX NOUN PROPN PROPN PUNCT NOUN PROPN PROPN PROPN PUNCT NOUN PROPN PROPN PUNCT CCONJ NOUN PROPN PROPN PUNCT SCONJ AUX PRON VERB NOUN ADP ADP PRON PRON VERB NOUN PRON VERB PUNCT AUX PRON PRON VERB
